Accident_ID,Date,Time,State,City,Latitude,Longitude,Weather_Condition,Vehicle_Type,Severity,Fatalities,Injuries,Day_of_Week,Month,Source
MORTH23-10159,2023-11-26,19:32,Karnataka,Bangalore,12.97066,77.58204,Clear,Car/Jeep/Van,Low,0,1,Sunday,November,MoRTH_Standardized_v2.1
MORTH23-10160,2023-02-10,12:58,Delhi/NCR,Delhi,28.63546,77.23992,Rainy,Two-Wheeler,Critical,1,3,Friday,February,MoRTH_Standardized_v2.1
MORTH23-10161,2023-05-11,13:46,Maharashtra,Pune,18.55714,73.78873,Cloudy,Bus,Low,0,2,Thursday,May,MoRTH_Standardized_v2.1
MORTH23-10162,2023-04-25,14:19,Delhi/NCR,Kolkata,22.58332,88.37982,Clear,Auto-Rickshaw,Medium,0,2,Tuesday,April,MoRTH_Standardized_v2.1
MORTH23-10163,2023-09-05,21:21,Tamil Nadu,Coimbatore,11.09251,76.95378,Foggy,Auto-Rickshaw,High,0,2,Tuesday,September,MoRTH_Standardized_v2.1
MORTH23-10164,2023-07-20,19:23,Delhi/NCR,Guwahati,26.10531,91.72962,Clear,Car/Jeep/Van,Low,0,0,Thursday,July,MoRTH_Standardized_v2.1
MORTH23-10165,2023-05-07,08:14,Karnataka,Bangalore,12.98407,77.62793,Clear,Auto-Rickshaw,Medium,0,2,Sunday,May,MoRTH_Standardized_v2.1
MORTH23-10166,2023-09-21,06:52,Rajasthan,Jodhpur,26.24149,73.02571,Clear,Two-Wheeler,High,0,2,Thursday,September,MoRTH_Standardized_v2.1
MORTH23-10167,2023-01-02,02:43,Uttar Pradesh,Lucknow,26.8049,80.95139,Clear,Auto-Rickshaw,High,0,2,Monday,January,MoRTH_Standardized_v2.1
MORTH23-10168,2023-03-27,04:51,Madhya Pradesh,Gwalior,26.1911,78.16974,Clear,Others,Low,0,2,Monday,March,MoRTH_Standardized_v2.1
MORTH23-10169,2023-08-27,17:39,Karnataka,Mysore,12.30429,76.61759,Clear,Others,Low,0,2,Sunday,August,MoRTH_Standardized_v2.1
MORTH23-10170,2023-04-02,09:29,Telangana,Warangal,17.99091,79.60174,Foggy,Two-Wheeler,High,0,2,Sunday,April,MoRTH_Standardized_v2.1
MORTH23-10171,2023-11-22,18:49,Tamil Nadu,Madurai,9.95488,78.08161,Clear,Two-Wheeler,Medium,0,2,Wednesday,November,MoRTH_Standardized_v2.1
MORTH23-10172,2023-01-17,11:07,Karnataka,Bangalore,12.9776,77.55415,Clear,Two-Wheeler,High,1,4,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-10173,2023-01-24,23:15,Andhra Pradesh,Visakhapatnam,17.65675,83.22667,Clear,Two-Wheeler,Critical,2,3,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-10174,2023-02-25,07:55,Tamil Nadu,Madurai,9.92204,78.11368,Clear,Two-Wheeler,Medium,0,0,Saturday,February,MoRTH_Standardized_v2.1
MORTH23-10175,2023-03-10,15:46,Delhi/NCR,Guwahati,26.15744,91.77191,Clear,Two-Wheeler,High,0,3,Friday,March,MoRTH_Standardized_v2.1
MORTH23-10176,2023-09-10,14:42,Madhya Pradesh,Gwalior,26.21809,78.16366,Clear,Auto-Rickshaw,Medium,0,1,Sunday,September,MoRTH_Standardized_v2.1
MORTH23-10177,2023-03-07,06:35,Madhya Pradesh,Gwalior,26.25184,78.25125,Clear,Two-Wheeler,High,1,3,Tuesday,March,MoRTH_Standardized_v2.1
MORTH23-10178,2023-09-11,11:05,Madhya Pradesh,Indore,22.69747,75.86774,Clear,Auto-Rickshaw,Low,0,2,Monday,September,MoRTH_Standardized_v2.1
MORTH23-10179,2023-10-01,18:50,Delhi/NCR,Kolkata,22.53189,88.41283,Clear,Truck/Lorry,Low,0,2,Sunday,October,MoRTH_Standardized_v2.1
MORTH23-10180,2023-04-22,14:44,Tamil Nadu,Madurai,9.96186,78.13109,Cloudy,Two-Wheeler,Medium,0,0,Saturday,April,MoRTH_Standardized_v2.1
MORTH23-10181,2023-02-11,12:37,Delhi/NCR,Delhi,28.6124,77.23179,Clear,Two-Wheeler,High,0,1,Saturday,February,MoRTH_Standardized_v2.1
MORTH23-10182,2023-03-28,13:46,Delhi/NCR,Delhi,28.6264,77.15154,Clear,Others,Low,0,1,Tuesday,March,MoRTH_Standardized_v2.1
MORTH23-10183,2023-12-29,13:33,Rajasthan,Jaipur,26.92838,75.84187,Clear,Two-Wheeler,Medium,0,0,Friday,December,MoRTH_Standardized_v2.1
MORTH23-10184,2023-06-27,17:45,Andhra Pradesh,Vijayawada,16.52576,80.67261,Clear,Two-Wheeler,Medium,0,1,Tuesday,June,MoRTH_Standardized_v2.1
MORTH23-10185,2023-06-24,14:48,Delhi/NCR,Delhi,28.62233,77.18816,Clear,Car/Jeep/Van,Medium,0,0,Saturday,June,MoRTH_Standardized_v2.1
MORTH23-10186,2023-01-25,07:34,Maharashtra,Mumbai,19.08,72.86032,Clear,Two-Wheeler,High,1,2,Wednesday,January,MoRTH_Standardized_v2.1
MORTH23-10187,2023-11-27,10:31,Delhi/NCR,Kolkata,22.52562,88.38242,Clear,Car/Jeep/Van,Low,0,1,Monday,November,MoRTH_Standardized_v2.1
MORTH23-10188,2023-06-30,14:59,Delhi/NCR,Guwahati,26.16918,91.78079,Cloudy,Others,Medium,0,1,Friday,June,MoRTH_Standardized_v2.1
MORTH23-10189,2023-09-22,18:27,Rajasthan,Jaipur,26.91777,75.83007,Clear,Two-Wheeler,High,0,2,Friday,September,MoRTH_Standardized_v2.1
MORTH23-10190,2023-02-20,19:47,Delhi/NCR,Delhi,28.62003,77.13406,Clear,Bus,Low,0,0,Monday,February,MoRTH_Standardized_v2.1
MORTH23-10191,2023-08-15,23:08,Madhya Pradesh,Indore,22.748,75.9487,Rainy,Two-Wheeler,Critical,2,5,Tuesday,August,MoRTH_Standardized_v2.1
MORTH23-10192,2023-02-19,14:44,Kerala,Thiruvananthapuram,8.52838,76.87273,Clear,Two-Wheeler,Medium,0,1,Sunday,February,MoRTH_Standardized_v2.1
MORTH23-10193,2023-12-13,01:37,Maharashtra,Mumbai,19.06742,72.8714,Rainy,Two-Wheeler,Critical,1,2,Wednesday,December,MoRTH_Standardized_v2.1
MORTH23-10194,2023-09-12,14:38,Tamil Nadu,Chennai,13.12554,80.29434,Foggy,Two-Wheeler,Critical,3,5,Tuesday,September,MoRTH_Standardized_v2.1
MORTH23-10195,2023-02-08,13:17,Telangana,Warangal,17.96065,79.61849,Clear,Two-Wheeler,High,0,2,Wednesday,February,MoRTH_Standardized_v2.1
MORTH23-10196,2023-01-24,10:46,Kerala,Kochi,9.91695,76.30568,Clear,Two-Wheeler,Medium,0,1,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-10197,2023-07-01,21:46,Tamil Nadu,Coimbatore,11.01331,76.9588,Clear,Bus,Low,0,1,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-10198,2023-02-27,18:42,Telangana,Warangal,17.94388,79.57394,Clear,Bus,Medium,0,0,Monday,February,MoRTH_Standardized_v2.1
MORTH23-10199,2023-11-20,08:10,Rajasthan,Jaipur,26.88013,75.80117,Clear,Truck/Lorry,Low,0,0,Monday,November,MoRTH_Standardized_v2.1
MORTH23-10200,2023-06-04,04:08,Kerala,Kochi,9.9183,76.23288,Clear,Two-Wheeler,High,1,4,Sunday,June,MoRTH_Standardized_v2.1
MORTH23-10201,2023-04-13,14:00,Delhi/NCR,Delhi,28.57764,77.16942,Clear,Bus,Low,0,2,Thursday,April,MoRTH_Standardized_v2.1
MORTH23-10202,2023-07-19,12:14,Uttar Pradesh,Agra,27.19996,78.00527,Clear,Two-Wheeler,Medium,0,2,Wednesday,July,MoRTH_Standardized_v2.1
MORTH23-10203,2023-06-06,17:10,Tamil Nadu,Coimbatore,10.98393,76.95735,Clear,Two-Wheeler,Medium,0,1,Tuesday,June,MoRTH_Standardized_v2.1
MORTH23-10204,2023-01-10,00:17,Tamil Nadu,Coimbatore,11.008,76.93902,Clear,Two-Wheeler,High,1,1,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-10205,2023-02-16,21:26,Madhya Pradesh,Indore,22.69586,75.85933,Clear,Car/Jeep/Van,Low,0,2,Thursday,February,MoRTH_Standardized_v2.1
MORTH23-10206,2023-04-09,08:44,Tamil Nadu,Chennai,13.08545,80.26672,Clear,Two-Wheeler,Medium,0,1,Sunday,April,MoRTH_Standardized_v2.1
MORTH23-10207,2023-02-14,21:42,Madhya Pradesh,Indore,22.7071,75.8483,Clear,Auto-Rickshaw,Low,0,1,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-10208,2023-05-19,13:47,Andhra Pradesh,Vijayawada,16.47199,80.66209,Clear,Truck/Lorry,Medium,0,2,Friday,May,MoRTH_Standardized_v2.1
MORTH23-10209,2023-12-15,10:26,Uttar Pradesh,Lucknow,26.83967,80.93284,Cloudy,Two-Wheeler,Medium,0,2,Friday,December,MoRTH_Standardized_v2.1
MORTH23-10210,2023-04-02,17:07,Tamil Nadu,Madurai,9.86992,78.18381,Clear,Two-Wheeler,Medium,0,2,Sunday,April,MoRTH_Standardized_v2.1
MORTH23-10211,2023-08-14,07:12,Delhi/NCR,Kolkata,22.55755,88.39446,Cloudy,Two-Wheeler,Medium,0,1,Monday,August,MoRTH_Standardized_v2.1
MORTH23-10212,2023-07-06,07:02,Tamil Nadu,Madurai,9.97204,78.10045,Clear,Two-Wheeler,Medium,0,2,Thursday,July,MoRTH_Standardized_v2.1
MORTH23-10213,2023-10-18,21:25,Rajasthan,Jaipur,26.95422,75.79791,Rainy,Two-Wheeler,Critical,3,6,Wednesday,October,MoRTH_Standardized_v2.1
MORTH23-10214,2023-10-12,16:57,Madhya Pradesh,Gwalior,26.20289,78.16945,Clear,Car/Jeep/Van,Low,0,2,Thursday,October,MoRTH_Standardized_v2.1
MORTH23-10215,2023-12-29,07:40,Delhi/NCR,Kolkata,22.55472,88.33009,Clear,Car/Jeep/Van,Low,0,1,Friday,December,MoRTH_Standardized_v2.1
MORTH23-10216,2023-04-19,19:11,Maharashtra,Mumbai,19.05237,72.87548,Clear,Car/Jeep/Van,Low,0,2,Wednesday,April,MoRTH_Standardized_v2.1
MORTH23-10217,2023-01-14,19:29,Delhi/NCR,Guwahati,26.08222,91.78154,Clear,Bus,Low,0,2,Saturday,January,MoRTH_Standardized_v2.1
MORTH23-10218,2023-05-10,20:40,Delhi/NCR,Kolkata,22.57753,88.32753,Clear,Auto-Rickshaw,Low,0,2,Wednesday,May,MoRTH_Standardized_v2.1
MORTH23-10219,2023-04-14,19:14,Delhi/NCR,Guwahati,26.16509,91.7662,Rainy,Two-Wheeler,Critical,1,2,Friday,April,MoRTH_Standardized_v2.1
MORTH23-10220,2023-06-03,16:51,Delhi/NCR,Delhi,28.54935,77.17783,Cloudy,Bus,Low,0,2,Saturday,June,MoRTH_Standardized_v2.1
MORTH23-10221,2023-03-14,23:24,Andhra Pradesh,Visakhapatnam,17.70205,83.18214,Clear,Car/Jeep/Van,Medium,0,0,Tuesday,March,MoRTH_Standardized_v2.1
MORTH23-10222,2023-08-13,14:22,Delhi/NCR,Guwahati,26.15467,91.75543,Clear,Truck/Lorry,Low,0,1,Sunday,August,MoRTH_Standardized_v2.1
MORTH23-10223,2023-12-22,14:56,Telangana,Warangal,17.94724,79.66148,Clear,Car/Jeep/Van,Low,0,0,Friday,December,MoRTH_Standardized_v2.1
MORTH23-10224,2023-07-09,09:43,Madhya Pradesh,Gwalior,26.23576,78.24027,Clear,Truck/Lorry,Medium,0,2,Sunday,July,MoRTH_Standardized_v2.1
MORTH23-10225,2023-01-21,12:53,Maharashtra,Mumbai,19.04634,72.83899,Clear,Bus,Medium,0,0,Saturday,January,MoRTH_Standardized_v2.1
MORTH23-10226,2023-04-23,18:32,Madhya Pradesh,Indore,22.75026,75.91241,Clear,Auto-Rickshaw,Low,0,0,Sunday,April,MoRTH_Standardized_v2.1
MORTH23-10227,2023-06-12,02:09,Delhi/NCR,Delhi,28.6293,77.18961,Clear,Others,Low,0,1,Monday,June,MoRTH_Standardized_v2.1
MORTH23-10228,2023-10-18,23:39,Kerala,Kozhikode,11.26175,75.74138,Clear,Two-Wheeler,High,1,4,Wednesday,October,MoRTH_Standardized_v2.1
MORTH23-10229,2023-03-14,14:29,Delhi/NCR,Guwahati,26.07931,91.73485,Clear,Two-Wheeler,High,1,4,Tuesday,March,MoRTH_Standardized_v2.1
MORTH23-10230,2023-06-14,03:23,Uttar Pradesh,Lucknow,26.79121,80.95696,Cloudy,Two-Wheeler,Critical,1,6,Wednesday,June,MoRTH_Standardized_v2.1
MORTH23-10231,2023-11-26,10:37,Uttar Pradesh,Agra,27.20145,78.00911,Rainy,Two-Wheeler,Critical,3,3,Sunday,November,MoRTH_Standardized_v2.1
MORTH23-10232,2023-02-19,10:30,Madhya Pradesh,Gwalior,26.20089,78.1611,Clear,Auto-Rickshaw,Low,0,0,Sunday,February,MoRTH_Standardized_v2.1
MORTH23-10233,2023-09-17,12:30,Delhi/NCR,Delhi,28.59755,77.19023,Clear,Car/Jeep/Van,Medium,0,1,Sunday,September,MoRTH_Standardized_v2.1
MORTH23-10234,2023-07-29,17:49,Tamil Nadu,Madurai,9.95212,78.1517,Clear,Two-Wheeler,High,0,3,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-10235,2023-02-02,14:53,Madhya Pradesh,Bhopal,23.30889,77.46167,Clear,Two-Wheeler,Medium,0,1,Thursday,February,MoRTH_Standardized_v2.1
MORTH23-10236,2023-08-14,10:10,Andhra Pradesh,Vijayawada,16.4486,80.61845,Clear,Truck/Lorry,Low,0,2,Monday,August,MoRTH_Standardized_v2.1
MORTH23-10237,2023-02-18,11:19,Madhya Pradesh,Bhopal,23.20658,77.43359,Clear,Two-Wheeler,High,0,1,Saturday,February,MoRTH_Standardized_v2.1
MORTH23-10238,2023-08-19,20:05,Gujarat,Ahmedabad,23.03769,72.56667,Rainy,Car/Jeep/Van,Medium,0,1,Saturday,August,MoRTH_Standardized_v2.1
MORTH23-10239,2023-07-23,16:48,Tamil Nadu,Coimbatore,11.01308,76.98023,Cloudy,Truck/Lorry,Medium,0,1,Sunday,July,MoRTH_Standardized_v2.1
MORTH23-10240,2023-05-23,20:54,Kerala,Kozhikode,11.2022,75.77851,Clear,Others,Low,0,2,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-10241,2023-08-19,18:57,Uttar Pradesh,Kanpur,26.47539,80.33642,Clear,Two-Wheeler,Medium,0,0,Saturday,August,MoRTH_Standardized_v2.1
MORTH23-10242,2023-01-13,16:43,Delhi/NCR,Guwahati,26.17001,91.70017,Clear,Two-Wheeler,High,0,1,Friday,January,MoRTH_Standardized_v2.1
MORTH23-10243,2023-03-11,10:33,Kerala,Thiruvananthapuram,8.52511,76.81805,Clear,Car/Jeep/Van,Low,0,1,Saturday,March,MoRTH_Standardized_v2.1
MORTH23-10244,2023-03-25,06:46,Karnataka,Mysore,12.34125,76.62569,Clear,Two-Wheeler,High,0,1,Saturday,March,MoRTH_Standardized_v2.1
MORTH23-10245,2023-02-14,18:33,Madhya Pradesh,Bhopal,23.29694,77.43134,Clear,Truck/Lorry,Medium,0,1,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-10246,2023-01-26,18:56,Delhi/NCR,Kolkata,22.57057,88.35669,Clear,Others,Medium,0,2,Thursday,January,MoRTH_Standardized_v2.1
MORTH23-10247,2023-05-18,11:51,Uttar Pradesh,Agra,27.17827,78.04913,Cloudy,Bus,Low,0,0,Thursday,May,MoRTH_Standardized_v2.1
MORTH23-10248,2023-07-07,16:23,Gujarat,Surat,21.16222,72.82024,Clear,Car/Jeep/Van,Low,0,2,Friday,July,MoRTH_Standardized_v2.1
MORTH23-10249,2023-04-11,16:17,Uttar Pradesh,Lucknow,26.83989,80.95077,Rainy,Truck/Lorry,High,0,3,Tuesday,April,MoRTH_Standardized_v2.1
MORTH23-10250,2023-02-04,07:48,Rajasthan,Jaipur,26.88656,75.74253,Foggy,Two-Wheeler,High,0,4,Saturday,February,MoRTH_Standardized_v2.1
MORTH23-10251,2023-05-30,17:30,Telangana,Hyderabad,17.40642,78.52622,Clear,Two-Wheeler,High,0,1,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-10252,2023-09-30,19:33,Rajasthan,Jaipur,26.9549,75.86487,Clear,Two-Wheeler,Medium,0,0,Saturday,September,MoRTH_Standardized_v2.1
MORTH23-10253,2023-05-28,08:33,Karnataka,Hubli,15.33686,75.12873,Clear,Two-Wheeler,Medium,0,0,Sunday,May,MoRTH_Standardized_v2.1
MORTH23-10254,2023-08-16,15:17,Delhi/NCR,Guwahati,26.08026,91.71883,Clear,Car/Jeep/Van,Low,0,2,Wednesday,August,MoRTH_Standardized_v2.1
MORTH23-10255,2023-09-20,10:55,Delhi/NCR,Delhi,28.68066,77.19124,Rainy,Two-Wheeler,Critical,2,5,Wednesday,September,MoRTH_Standardized_v2.1
MORTH23-10256,2023-04-11,19:56,Rajasthan,Jodhpur,26.21786,72.98785,Clear,Auto-Rickshaw,Low,0,1,Tuesday,April,MoRTH_Standardized_v2.1
MORTH23-10257,2023-08-03,18:47,Rajasthan,Jaipur,26.9355,75.79467,Clear,Two-Wheeler,High,1,4,Thursday,August,MoRTH_Standardized_v2.1
MORTH23-10258,2023-04-08,13:33,Tamil Nadu,Madurai,9.8908,78.16053,Cloudy,Others,Low,0,0,Saturday,April,MoRTH_Standardized_v2.1
MORTH23-10259,2023-03-03,13:41,Andhra Pradesh,Visakhapatnam,17.70161,83.2059,Clear,Two-Wheeler,Medium,0,1,Friday,March,MoRTH_Standardized_v2.1
MORTH23-10260,2023-04-04,06:42,Gujarat,Surat,21.16166,72.84311,Foggy,Auto-Rickshaw,High,0,1,Tuesday,April,MoRTH_Standardized_v2.1
MORTH23-10261,2023-12-18,20:37,Tamil Nadu,Chennai,13.09679,80.27038,Clear,Two-Wheeler,High,1,3,Monday,December,MoRTH_Standardized_v2.1
MORTH23-10262,2023-02-10,10:56,Maharashtra,Pune,18.52946,73.86243,Clear,Bus,Low,0,1,Friday,February,MoRTH_Standardized_v2.1
MORTH23-10263,2023-05-29,15:55,Kerala,Kozhikode,11.25545,75.79684,Clear,Two-Wheeler,Medium,0,0,Monday,May,MoRTH_Standardized_v2.1
MORTH23-10264,2023-10-18,14:00,Maharashtra,Mumbai,19.14144,72.86682,Clear,Car/Jeep/Van,Low,0,2,Wednesday,October,MoRTH_Standardized_v2.1
MORTH23-10265,2023-04-03,21:31,Rajasthan,Jaipur,26.87426,75.77031,Foggy,Two-Wheeler,High,0,2,Monday,April,MoRTH_Standardized_v2.1
MORTH23-10266,2023-05-07,09:18,Uttar Pradesh,Agra,27.24686,77.94483,Clear,Others,Low,0,1,Sunday,May,MoRTH_Standardized_v2.1
MORTH23-10267,2023-04-22,10:51,Kerala,Thiruvananthapuram,8.53545,76.92401,Clear,Two-Wheeler,High,0,4,Saturday,April,MoRTH_Standardized_v2.1
MORTH23-10268,2023-02-02,17:05,Andhra Pradesh,Visakhapatnam,17.70772,83.21475,Clear,Two-Wheeler,Medium,0,1,Thursday,February,MoRTH_Standardized_v2.1
MORTH23-10269,2023-02-08,18:35,Andhra Pradesh,Visakhapatnam,17.68879,83.16596,Clear,Two-Wheeler,High,1,4,Wednesday,February,MoRTH_Standardized_v2.1
MORTH23-10270,2023-02-03,12:00,Delhi/NCR,Guwahati,26.16594,91.70634,Clear,Bus,Medium,0,1,Friday,February,MoRTH_Standardized_v2.1
MORTH23-10271,2023-08-04,16:53,Madhya Pradesh,Gwalior,26.20731,78.1592,Clear,Auto-Rickshaw,Low,0,2,Friday,August,MoRTH_Standardized_v2.1
MORTH23-10272,2023-08-10,09:58,Rajasthan,Jodhpur,26.24352,73.04391,Cloudy,Truck/Lorry,Low,0,1,Thursday,August,MoRTH_Standardized_v2.1
MORTH23-10273,2023-11-14,00:54,Andhra Pradesh,Vijayawada,16.4765,80.65527,Clear,Two-Wheeler,Critical,3,3,Tuesday,November,MoRTH_Standardized_v2.1
MORTH23-10274,2023-06-17,10:23,Delhi/NCR,Delhi,28.5956,77.20984,Foggy,Others,Medium,0,0,Saturday,June,MoRTH_Standardized_v2.1
MORTH23-10275,2023-06-01,02:28,Delhi/NCR,Kolkata,22.59687,88.37065,Clear,Auto-Rickshaw,Low,0,0,Thursday,June,MoRTH_Standardized_v2.1
MORTH23-10276,2023-03-28,23:47,Kerala,Kozhikode,11.30319,75.78932,Clear,Truck/Lorry,High,0,3,Tuesday,March,MoRTH_Standardized_v2.1
MORTH23-10277,2023-11-12,10:24,Kerala,Thiruvananthapuram,8.55635,76.92842,Clear,Two-Wheeler,High,0,1,Sunday,November,MoRTH_Standardized_v2.1
MORTH23-10278,2023-03-16,17:46,Kerala,Thiruvananthapuram,8.50061,76.88743,Clear,Two-Wheeler,Medium,0,1,Thursday,March,MoRTH_Standardized_v2.1
MORTH23-10279,2023-02-22,14:59,Karnataka,Hubli,15.35866,75.14145,Clear,Car/Jeep/Van,Medium,0,0,Wednesday,February,MoRTH_Standardized_v2.1
MORTH23-10280,2023-12-08,15:50,Uttar Pradesh,Agra,27.20572,78.05334,Clear,Bus,Low,0,2,Friday,December,MoRTH_Standardized_v2.1
MORTH23-10281,2023-02-21,09:25,Delhi/NCR,Delhi,28.66498,77.22397,Clear,Auto-Rickshaw,Low,0,0,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-10282,2023-08-07,07:14,Andhra Pradesh,Visakhapatnam,17.72752,83.19332,Clear,Bus,Low,0,1,Monday,August,MoRTH_Standardized_v2.1
MORTH23-10283,2023-07-29,23:14,Delhi/NCR,Guwahati,26.10698,91.69006,Clear,Two-Wheeler,High,0,3,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-10284,2023-09-18,16:21,Delhi/NCR,Delhi,28.64266,77.21611,Clear,Two-Wheeler,Medium,0,1,Monday,September,MoRTH_Standardized_v2.1
MORTH23-10285,2023-02-07,09:19,Uttar Pradesh,Kanpur,26.49156,80.39819,Rainy,Two-Wheeler,Critical,2,2,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-10286,2023-11-19,19:51,Uttar Pradesh,Kanpur,26.45778,80.28554,Clear,Auto-Rickshaw,Low,0,1,Sunday,November,MoRTH_Standardized_v2.1
MORTH23-10287,2023-05-21,12:31,Andhra Pradesh,Vijayawada,16.45774,80.67738,Clear,Two-Wheeler,Medium,0,1,Sunday,May,MoRTH_Standardized_v2.1
MORTH23-10288,2023-02-13,05:45,Gujarat,Ahmedabad,23.06475,72.56002,Clear,Auto-Rickshaw,Medium,0,0,Monday,February,MoRTH_Standardized_v2.1
MORTH23-10289,2023-04-13,13:32,Maharashtra,Pune,18.53834,73.84021,Cloudy,Two-Wheeler,Medium,0,1,Thursday,April,MoRTH_Standardized_v2.1
MORTH23-10290,2023-04-23,16:14,Telangana,Warangal,17.97194,79.5455,Clear,Auto-Rickshaw,Medium,0,2,Sunday,April,MoRTH_Standardized_v2.1
MORTH23-10291,2023-01-24,06:31,Gujarat,Surat,21.12629,72.84658,Clear,Truck/Lorry,Medium,0,2,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-10292,2023-06-30,08:59,Karnataka,Mysore,12.25831,76.65956,Clear,Car/Jeep/Van,Low,0,1,Friday,June,MoRTH_Standardized_v2.1
MORTH23-10293,2023-09-18,22:19,Gujarat,Surat,21.19113,72.80597,Clear,Truck/Lorry,High,1,2,Monday,September,MoRTH_Standardized_v2.1
MORTH23-10294,2023-11-05,18:09,Delhi/NCR,Delhi,28.62305,77.20923,Clear,Bus,Low,0,1,Sunday,November,MoRTH_Standardized_v2.1
MORTH23-10295,2023-07-25,10:27,Tamil Nadu,Coimbatore,10.99571,76.91531,Clear,Truck/Lorry,Medium,0,2,Tuesday,July,MoRTH_Standardized_v2.1
MORTH23-10296,2023-02-10,22:28,Madhya Pradesh,Bhopal,23.23059,77.38612,Clear,Car/Jeep/Van,Low,0,2,Friday,February,MoRTH_Standardized_v2.1
MORTH23-10297,2023-08-03,10:15,Andhra Pradesh,Visakhapatnam,17.70185,83.20145,Clear,Car/Jeep/Van,Low,0,2,Thursday,August,MoRTH_Standardized_v2.1
MORTH23-10298,2023-04-30,08:33,Delhi/NCR,Delhi,28.62149,77.19613,Clear,Truck/Lorry,Medium,0,0,Sunday,April,MoRTH_Standardized_v2.1
MORTH23-10299,2023-07-11,20:39,Tamil Nadu,Madurai,9.93964,78.07184,Foggy,Bus,High,0,3,Tuesday,July,MoRTH_Standardized_v2.1
MORTH23-10300,2023-01-05,15:14,Tamil Nadu,Coimbatore,11.03213,76.93565,Clear,Two-Wheeler,Medium,0,0,Thursday,January,MoRTH_Standardized_v2.1
MORTH23-10301,2023-12-29,09:30,Tamil Nadu,Chennai,13.05603,80.217,Clear,Truck/Lorry,Medium,0,0,Friday,December,MoRTH_Standardized_v2.1
MORTH23-10302,2023-04-09,14:15,Delhi/NCR,Delhi,28.60078,77.24551,Clear,Others,Low,0,0,Sunday,April,MoRTH_Standardized_v2.1
MORTH23-10303,2023-11-14,16:22,Delhi/NCR,Guwahati,26.16707,91.66863,Clear,Two-Wheeler,High,0,4,Tuesday,November,MoRTH_Standardized_v2.1
MORTH23-10304,2023-11-15,19:49,Madhya Pradesh,Gwalior,26.22237,78.13131,Clear,Auto-Rickshaw,Low,0,0,Wednesday,November,MoRTH_Standardized_v2.1
MORTH23-10305,2023-11-12,01:04,Rajasthan,Jodhpur,26.23396,73.0257,Clear,Auto-Rickshaw,Medium,0,2,Sunday,November,MoRTH_Standardized_v2.1
MORTH23-10306,2023-03-07,21:16,Uttar Pradesh,Lucknow,26.77224,80.94504,Clear,Two-Wheeler,High,1,2,Tuesday,March,MoRTH_Standardized_v2.1
MORTH23-10307,2023-10-30,19:26,Gujarat,Ahmedabad,23.02326,72.61791,Clear,Truck/Lorry,High,0,3,Monday,October,MoRTH_Standardized_v2.1
MORTH23-10308,2023-01-11,11:41,Uttar Pradesh,Agra,27.22875,77.98782,Rainy,Car/Jeep/Van,Medium,0,0,Wednesday,January,MoRTH_Standardized_v2.1
MORTH23-10309,2023-12-11,23:31,Delhi/NCR,Guwahati,26.09678,91.77266,Cloudy,Truck/Lorry,High,0,2,Monday,December,MoRTH_Standardized_v2.1
MORTH23-10310,2023-06-11,10:18,Delhi/NCR,Kolkata,22.60157,88.34444,Cloudy,Car/Jeep/Van,Low,0,1,Sunday,June,MoRTH_Standardized_v2.1
MORTH23-10311,2023-07-18,07:13,Telangana,Warangal,17.95163,79.59971,Clear,Truck/Lorry,Medium,0,1,Tuesday,July,MoRTH_Standardized_v2.1
MORTH23-10312,2023-07-16,19:55,Madhya Pradesh,Bhopal,23.26212,77.359,Clear,Two-Wheeler,Medium,0,1,Sunday,July,MoRTH_Standardized_v2.1
MORTH23-10313,2023-05-21,15:50,Andhra Pradesh,Visakhapatnam,17.65327,83.24337,Rainy,Two-Wheeler,Critical,1,4,Sunday,May,MoRTH_Standardized_v2.1
MORTH23-10314,2023-06-23,19:01,Delhi/NCR,Delhi,28.58121,77.20035,Clear,Others,Medium,0,0,Friday,June,MoRTH_Standardized_v2.1
MORTH23-10315,2023-06-02,17:23,Delhi/NCR,Delhi,28.56054,77.22035,Clear,Two-Wheeler,High,1,1,Friday,June,MoRTH_Standardized_v2.1
MORTH23-10316,2023-09-17,17:37,Telangana,Warangal,17.98325,79.56115,Clear,Car/Jeep/Van,Low,0,0,Sunday,September,MoRTH_Standardized_v2.1
MORTH23-10317,2023-07-16,19:20,Maharashtra,Nagpur,21.16982,79.09145,Clear,Others,Medium,0,1,Sunday,July,MoRTH_Standardized_v2.1
