Date,Time,Location,Latitude,Longitude,Vehicle_Type,Weather,Road_Type,Severity,Day_of_Week,Month,Hour,Is_Fatal
2024-09-10,15:18,Mettupalayam Road,11.10874827027873,77.0048718589642,Truck,Clear,National Highway,Fatal,Tuesday,September,15,1
2024-06-15,01:34,Race Course Road,11.067674727007365,77.01466874287259,Truck,Clear,State Highway,Fatal,Saturday,June,1,1
2024-04-03,10:36,Thudiyalur,10.97903764804552,76.89201931878323,Two-Wheeler,Clear,State Highway,Minor,Wednesday,April,10,0
2024-09-06,19:35,Gandhipuram,11.093844382007633,76.95263829545968,Car/SUV,Rain,National Highway,Serious,Friday,September,19,0
2024-04-18,17:07,Mettupalayam Road,11.071899132874048,76.98471932979633,Two-Wheeler,Clear,National Highway,Minor,Thursday,April,17,0
2024-06-30,11:52,Karamadai,10.946281812521105,76.9425312957322,Bus,Clear,National Highway,Serious,Sunday,June,11,0
2024-05-12,23:52,Race Course Road,10.97853488289614,76.9700846198756,Two-Wheeler,Clear,State Highway,Serious,Sunday,May,23,0
2024-06-23,20:28,Cross Cut Road,10.985380063121116,76.8756882510144,Truck,Rain,Village Roads,Serious,Sunday,June,20,0
2024-05-23,16:06,Cross Cut Road,10.990565999034452,76.86849966023232,Two-Wheeler,Rain,National Highway,Minor,Thursday,May,16,0
2024-11-01,20:48,Thudiyalur,10.91841636846912,77.03757610466214,Two-Wheeler,Clear,State Highway,Fatal,Friday,November,20,1
2024-12-25,09:28,Sathy Road,11.034087982490178,77.01484496541248,Two-Wheeler,Clear,State Highway,Serious,Wednesday,December,9,0
2024-05-21,09:28,Avinashi Road,11.052460074866712,76.892777969714,Two-Wheeler,Clear,National Highway,Fatal,Tuesday,May,9,1
2024-10-11,18:49,Thudiyalur,10.928263529225271,77.01837358744851,Two-Wheeler,Clear,City Roads,Minor,Friday,October,18,0
2024-01-06,18:51,Pollachi Road,11.018221573488688,76.85974927768974,Two-Wheeler,Clear,State Highway,Minor,Saturday,January,18,0
2024-09-21,20:22,Peelamedu,11.08383498595871,76.96701203276136,Car/SUV,Rain,State Highway,Serious,Saturday,September,20,0
2024-04-07,20:40,Karamadai,11.088540441105675,76.96308335795324,Two-Wheeler,Clear,National Highway,Serious,Sunday,April,20,0
2024-02-13,14:08,Brookefields,11.001212228083336,77.01823925173593,Truck,Clear,National Highway,Serious,Tuesday,February,14,0
2024-05-03,18:51,Periyanaickenpalayam,10.95588142592983,76.9535126524805,Two-Wheeler,Clear,State Highway,Minor,Friday,May,18,0
2024-07-27,02:34,Cross Cut Road,10.956874380696647,76.95958022318652,Two-Wheeler,Rain,State Highway,Minor,Saturday,July,2,0
2024-09-07,11:10,Mettupalayam Road,11.098500043680163,76.972744307892,Car/SUV,Clear,State Highway,Serious,Saturday,September,11,0
2024-10-11,11:18,Brookefields,11.073852761418228,76.99854982485,Two-Wheeler,Clear,City Roads,Minor,Friday,October,11,0
2024-05-03,10:54,Periyanaickenpalayam,10.985110384734504,77.01381353849723,Auto-Rickshaw,Clear,State Highway,Serious,Friday,May,10,0
2024-12-19,17:52,Brookefields,11.050372027796097,76.88061786571966,Two-Wheeler,Clear,City Roads,Minor,Thursday,December,17,0
2024-08-31,07:58,Periyanaickenpalayam,11.055756315356255,77.00639763820091,Two-Wheeler,Clear,State Highway,Fatal,Saturday,August,7,1
2024-11-26,02:55,Brookefields,11.11318465116531,77.04893620874074,Truck,Clear,National Highway,Minor,Tuesday,November,2,0
2024-12-30,17:55,Race Course Road,11.036752460665127,77.03532045964796,Auto-Rickshaw,Clear,National Highway,Fatal,Monday,December,17,1
2024-09-08,06:45,Trichy Road,10.98302908689381,76.89193283464611,Bus,Clear,National Highway,Minor,Sunday,September,6,0
2024-08-17,09:48,Sathy Road,11.03248214977696,76.97562052131774,Truck,Clear,City Roads,Fatal,Saturday,August,9,1
2024-01-09,19:31,Sathy Road,11.10941297782609,76.89178751128513,Two-Wheeler,Rain,State Highway,Fatal,Tuesday,January,19,1
2024-02-17,08:17,Karanampettai,11.040020627456354,76.96674435371045,Two-Wheeler,Clear,State Highway,Fatal,Saturday,February,8,1
2024-05-30,16:28,Avinashi Road,11.000539057672945,77.0159025943671,Car/SUV,Clear,State Highway,Fatal,Thursday,May,16,1
2024-04-23,00:25,Avinashi Road,10.949255997325253,76.88040906064383,Truck,Cloudy,State Highway,Fatal,Tuesday,April,0,1
2024-07-26,16:44,Karamadai,11.007660418790737,76.88156319810015,Two-Wheeler,Clear,State Highway,Minor,Friday,July,16,0
2024-12-20,22:29,Gandhipuram,11.074638277385448,76.89704598004317,Two-Wheeler,Clear,State Highway,Minor,Friday,December,22,0
2024-05-04,22:37,Mettupalayam Road,10.925238429975407,76.88804205238792,Two-Wheeler,Clear,National Highway,Fatal,Saturday,May,22,1
2024-06-05,05:05,Thudiyalur,10.960681176292827,76.9682992419135,Pedestrian,Rain,State Highway,Minor,Wednesday,June,5,0
2024-12-05,19:40,Gandhipuram,10.917539414451669,77.02609002123037,Two-Wheeler,Clear,State Highway,Minor,Thursday,December,19,0
2024-10-24,16:54,Karamadai,10.961405017741352,76.86280105590315,Car/SUV,Fog,State Highway,Fatal,Thursday,October,16,1
2024-07-07,04:25,Race Course Road,10.962854802040065,77.05178568696486,Two-Wheeler,Rain,National Highway,Fatal,Sunday,July,4,1
2024-08-30,10:52,Cross Cut Road,11.041584003515748,76.95702966214802,Two-Wheeler,Clear,National Highway,Minor,Friday,August,10,0
2024-10-10,10:20,Singanallur,10.964603807974974,76.92851192813855,Two-Wheeler,Clear,State Highway,Serious,Thursday,October,10,0
2024-09-28,19:35,Race Course Road,11.0637172355061,76.96468543005525,Two-Wheeler,Clear,State Highway,Fatal,Saturday,September,19,1
2024-06-25,17:54,Brookefields,11.107317645798107,76.94041026545926,Bus,Clear,National Highway,Fatal,Tuesday,June,17,1
2024-08-05,13:57,Brookefields,10.983103021918641,77.04484569694125,Two-Wheeler,Rain,State Highway,Fatal,Monday,August,13,1
2024-10-08,18:02,Singanallur,11.064816277515757,76.85581711286356,Truck,Clear,State Highway,Fatal,Tuesday,October,18,1
2024-06-18,07:01,Avinashi Road,10.957863272059429,76.9159199955436,Two-Wheeler,Clear,State Highway,Minor,Tuesday,June,7,0
2024-06-29,06:28,Avinashi Road,10.953648902443177,77.04504292317895,Truck,Clear,State Highway,Minor,Saturday,June,6,0
2024-12-25,13:12,Trichy Road,11.114775608716496,76.9596886143336,Two-Wheeler,Rain,State Highway,Minor,Wednesday,December,13,0
2024-08-20,21:56,Karanampettai,10.989363429191547,77.01236036480277,Auto-Rickshaw,Clear,Village Roads,Minor,Tuesday,August,21,0
2024-05-18,15:55,Race Course Road,10.931546231373975,76.98763151563122,Truck,Clear,State Highway,Fatal,Saturday,May,15,1
2024-06-05,22:05,Periyanaickenpalayam,10.922803517739014,76.94478405751563,Two-Wheeler,Clear,State Highway,Minor,Wednesday,June,22,0
